timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,latitude,longitude,speed
0.0,-0.10311417329952083,9.730216786718216,0.03252144732476122,-0.014213918531157702,0.016561778945413448,-0.005713841079036225,37.7749,-122.4194,5.4
0.02,0.045766273717217955,9.579187135691374,0.047575651156993234,-0.035262262884286126,0.01717018964778994,-0.005088916447223311,37.7749,-122.4194,5.4
0.04,0.17544590467690088,9.761700191229778,0.11033985470057923,0.013626644807121016,0.024649639265249223,0.02043209332218291,37.7749,-122.4194,5.4
0.06,0.11217662251015333,9.907027319848211,0.19904265704305343,-0.005859998984090714,0.02615906949724173,-0.004808342206876952,37.7749,-122.4194,5.4
0.08,-0.091753933695499,9.88741853757376,0.13971448896609853,0.018897273554562527,-0.012447774547630066,-0.0027221972980339053,37.7749,-122.4194,5.4
0.1,-0.054683303500281125,9.85953004350434,0.1587015311213724,0.03420750046663427,0.02917331842798225,0.026986393019490275,37.7749,-122.4194,5.4
0.12,-0.02414378729941334,9.69937674132307,-0.040248168143657434,-0.0018937610590037419,-0.009637503221816729,-0.0075918095632133,37.7749,-122.4194,5.4
0.14,0.02044584697866011,9.799710874938656,-0.20854558486619168,-0.0010823618166107814,-0.024590968015367035,-0.006069051573891522,37.7749,-122.4194,5.4
0.16,-0.007365701992082587,9.651307188804346,0.1871175960859812,-0.028382556904420674,-0.022461594702751476,-0.01687090959814686,37.7749,-122.4194,5.4
0.18,0.04319157966723769,9.95558232261316,-0.01679822001636053,0.03685781963728978,0.017805202226222425,-0.02259164017427744,37.7749,-122.4194,5.4
0.2,0.03913193867951372,9.999762150221175,-0.035250127627678395,-0.014193889209594052,-0.00533366786654163,0.015583013353150706,37.7749,-122.4194,5.4
0.22,0.004387069485388795,9.895170181293443,-0.07198652597413328,-0.0032597868705940202,0.01169520977714456,0.03984900358155943,37.7749,-122.4194,5.4
0.24,0.014412568313181523,9.774666848630469,0.024499683663351667,0.0023827787755524017,0.005002356709506296,0.012917406157000974,37.7749,-122.4194,5.4
