timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,latitude,longitude,speed
0.0,0.02137760333908034,9.92140462930794,-0.1491770312371887,0.0026046351969387055,0.009803606769830641,0.02244741933522592,37.7749,-122.4194,1.1882567091683576
0.02,0.2202394348866383,9.638345302459154,-0.07892206641603032,0.01570631541697639,-0.026602294078504195,0.003988078577589921,37.7749,-122.4194,1.050901349378067
0.04,0.07649428877851434,9.92842945959241,0.049125725666081255,0.0423993266931471,0.035658632507127336,0.017458079529571787,37.7749,-122.4194,1.2501825885187334
0.06,0.014034022092834681,9.814070015646966,0.03361275686177569,0.03293867766597613,0.0055822260312732965,0.0027533003387329035,37.7749,-122.4194,1.1173579081343417
0.08,-0.018186354683496768,9.842166539409227,0.04186107619316057,-0.012941949592405744,0.0371601129122005,0.006560554947883165,37.7749,-122.4194,1.0841419959555825
0.1,0.029972526393644963,10.03813029692872,-0.07943325362228498,-0.01211762924109043,-0.013476657014637062,-0.012258725190751368,37.7749,-122.4194,1.085520815470035
0.12,-0.14293272460328374,9.853415380110429,-0.0033457909963636374,-0.02711707774214402,-0.01308616003262321,-0.016977686093199867,37.7749,-122.4194,1.226799325443826
0.14,0.2175792391519306,9.819632326182663,-0.0008436319974633252,0.03011787189915232,-0.024793991910439135,-0.004733152092891123,37.7749,-122.4194,1.133567170482232
0.16,0.1026496921832466,9.832612394612596,0.061053507591709216,-0.015569825530097732,-0.0008484115265611616,-0.0133334513148239,37.7749,-122.4194,1.1788128276267273
0.18,-0.0856256705831054,9.722236222289103,0.03971750215241335,0.034317611050569616,0.0036232628853469467,0.005630553271159974,37.7749,-122.4194,1.2012130569863948
0.2,0.040072727033009646,9.94099202580578,0.0030396701720978043,-0.0137673564391717,-0.03383400176552797,-0.0002999614568895996,37.7749,-122.4194,1.273700646404639
0.22,-0.24198271223660411,9.924714697293496,-0.15401271751622642,-0.043074118907676005,-0.02478163961125477,-0.007165424625793095,37.7749,-122.4194,1.195994824118698
0.24,0.11302975407951697,9.810916507925201,0.050201295461500865,0.017805360765270676,-0.005771944894738954,-0.002035993596907578,37.7749,-122.4194,1.269317799312582
0.26,0.12402485964003751,9.69785236762849,0.04593308670188945,0.025735919450396806,-0.0001276101588937988,0.021853940655111447,37.7749,-122.4194,1.2181018013698102
0.28,0.02548812313976504,9.894320697181515,0.13271550775518867,-0.006718630867167233,0.026837989873614135,0.009236117474227127,37.7749,-122.4194,1.1042701310064953
0.3,-0.06190106639796877,9.860627956257458,0.04203277162862468,-0.0061204996304836745,0.007932030001913459,0.004079829885467735,37.7749,-122.4194,1.2000964445384035
0.32,-0.02214220371185309,9.76895366997646,0.20090616362453637,-0.011156348113535454,-0.017057812921745585,-0.016451777987148287,37.7749,-122.4194,1.2412799315639926
0.34,0.12100857935687735,9.729632880729,-0.09427077924380596,0.006933489056101288,0.03769968862770354,-0.0009097160893176196,37.7749,-122.4194,1.3443999966233862
0.36,-0.09743611400478094,9.792669961938842,0.07058514235112721,0.0077565880506680375,-0.004326244724851869,-0.010310791119991223,37.7749,-122.4194,1.359146472295944
0.38,-0.0500910432148602,9.621736574134063,0.10048635800696167,-0.027652113519788118,-0.0162161237489679,0.02149613243485063,37.7749,-122.4194,1.1860123388442905
0.4,0.029492444615424152,9.803755910446869,-0.05941037236559021,0.018315394394917354,0.01769255188812821,0.00629974632907791,37.7749,-122.4194,1.1651800824397773
0.42,0.10057957052919103,9.91126122116076,0.018726788526721445,0.01985289329612283,0.03070288453121176,0.013120300380392177,37.7749,-122.4194,1.2091363500240297
0.44,0.13011125746964056,9.985708078211095,-0.07802087374548161,-0.019458906477598136,0.062333479583910195,0.006866684225733672,37.7749,-122.4194,1.1332286987149818
0.46,0.1618342252875964,9.760338101868468,-0.006749081027583138,0.01505267797834786,0.0012311533202460348,0.030676459136618234,37.7749,-122.4194,1.2153594446347424
0.48,-0.0024242900448007295,9.733399157827389,-0.21168426722786848,0.009972908845110163,-0.016865401165552973,0.009841870423262072,37.7749,-122.4194,1.2368757446200822
0.5,-0.035837164796450015,9.614119057653603,0.006078502820516678,-0.017089705905571583,-0.006946521695372884,0.02816196402965124,37.7749,-122.4194,1.0942350879097613
0.52,0.15981541077277728,9.827131595481388,0.03282734088123604,0.0014093335793413154,0.028598794846237792,0.012441751305020786,37.7749,-122.4194,1.304167204335455
0.54,-0.08367308937388909,9.916150438843625,-0.11935143254423707,-0.05534662740017374,-0.020774726265226355,-0.006084548465430574,37.7749,-122.4194,1.1757749515146918
0.56,-0.06006982111595602,9.71005102988366,-0.07187747185473886,0.02257437630967542,0.006068262654982477,-0.0009350795404218351,37.7749,-122.4194,1.201619701735275
0.58,-0.17578232949054493,9.715775509578659,0.006735643780788727,0.006770146800588159,0.008850143324756391,-0.011704751158747067,37.7749,-122.4194,1.361993978254329
0.6,0.09295163828238971,9.8489754289821,-0.12162140738838137,-0.017895097238023086,-0.0015753117549250535,0.0019334218060495835,37.7749,-122.4194,1.0118672147177863
0.62,0.03172576001449285,9.895418854049247,-0.008537446983472812,-0.031141096749027996,-0.009575974664188584,0.017400012525685318,37.7749,-122.4194,1.2729202723462358
0.64,-0.022822329972328585,9.726350901058423,0.058800950564016664,0.004822293774560678,-0.04130348947760878,0.018167944438021083,37.7749,-122.4194,1.3257007458842565
0.66,-0.029175177936241792,9.973376382726528,0.04186879463008918,0.023591352992592053,-0.0027744618642031194,-0.024022375511938858,37.7749,-122.4194,1.2014876671148134
0.68,0.05426478396130914,9.883875441922104,0.17738246158899243,-0.01900009137691783,-0.025496810460782483,-0.022427717571339698,37.7749,-122.4194,1.3226677229004966
0.7,-0.05204978774276786,9.684244217962544,-0.06549557006846712,0.002608816714023608,0.004160112472119992,0.02691432540804576,37.7749,-122.4194,1.062564543324729
0.72,-0.017490728756831646,9.64668495291515,0.005232204050516921,-0.0029240838071893406,0.028500449608064804,0.02585770774278528,37.7749,-122.4194,1.1891613609546352
0.74,0.0847559540144333,9.854411918213758,0.002859590764240412,0.014190936734660051,0.010431499330082146,0.016710725054374775,37.7749,-122.4194,1.2222591715707813
0.76,0.08626246178784792,9.748697896875514,0.08034372492028352,-0.011774931795947838,-0.02505423506509603,-0.031130450192889857,37.7749,-122.4194,1.2380138333830664
