timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,latitude,longitude,speed
0.0,-0.016577119760145496,9.82164382406634,-0.03836904195809843,-0.00356438960770474,0.017622462785590518,0.016816775187333134,37.7749,-122.4194,8.5
0.02,-0.10817474872988404,9.799896122311809,0.09540138158473067,-0.02728495510435821,0.01403751562615839,-0.007113658205157711,37.7749,-122.4194,8.5
0.04,0.056568707966939004,9.841304970991315,-0.08056053984262594,-0.03538917190633189,0.01747319353788587,-0.03862753721586077,37.7749,-122.4194,8.5
0.06,-0.006073141038549321,9.806234005647456,0.10121364609085307,-0.012492732853482272,-0.00994527933272357,0.017404979878226208,37.7749,-122.4194,8.5
0.08,0.1551155044595704,9.964571229765923,-0.06283840909951381,-0.003930442388547669,0.026081769200939898,-0.0059379370264100876,37.7749,-122.4194,8.5
0.1,-0.21663808434157783,9.73508567353064,-0.03216625150584195,0.01898347412855345,0.03677536847532746,0.0013772402923013984,37.7749,-122.4194,8.5
0.12,0.21880567592886271,9.72360408831648,0.1670162587348925,0.017046903329235343,0.016840767946494115,-0.003548408764169937,37.7749,-122.4194,8.5
0.14,0.05319906076118036,9.671654648193135,-0.043581897716623144,-0.000126928421456702,-0.016185765744885817,-0.02711058999152536,37.7749,-122.4194,8.5
0.16,-0.08130121217203724,9.756001236427432,0.014534580275063477,-0.00908337172319178,-0.016044045684724024,0.007285004244459781,37.7749,-122.4194,8.5
0.18,0.07339892274185661,9.700802452533384,0.06164364225217363,0.0067920370684337985,-0.0075075391118617565,0.004529180622268935,37.7749,-122.4194,8.5
0.2,0.12974214212897037,9.831807550865273,0.022650864967201128,-0.03497492152272776,-0.011287544280370418,-0.008515776858295968,37.7749,-122.4194,8.5
0.22,0.011434689130368873,9.812094736552515,0.025505334888957662,0.03962161787858435,-0.0014218525137452934,0.009422115997249741,37.7749,-122.4194,8.5
0.24,-0.1764920384144843,9.702092449993202,-0.005653974398173433,0.013082111917132223,0.012648849327356953,-0.02747999094846612,37.7749,-122.4194,8.5
0.26,-0.029384703634710598,9.868913935902798,-0.1302239209016323,0.017339804394565447,0.005799048814996971,-0.005380055517662178,37.7749,-122.4194,8.5
0.28,0.10393950530421381,9.961681286712988,0.03482893300997585,-0.021483067637532213,0.004045781127725777,0.0005225494587157764,37.7749,-122.4194,8.5
0.3,0.04966647342273747,9.845783834867103,-0.07324684570116544,0.025652972825931923,-0.0048240549960029125,-0.03469855264270125,37.7749,-122.4194,8.5
0.32,-0.015650703083537273,9.555650181704452,0.07757672174031766,-0.009200343220525905,-0.0014769185432909854,-0.0011419322167210682,37.7749,-122.4194,8.5
