image_path,class,split,source,pixel_sha256,license_note
data/datasets/efficientnet_kaggle_v1/train/abrasion/1fcf58887891d34b.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (1).jpg,1fcf58887891d34bcff8b827d1a62e91d00d0afee54fbc70c9cd2b7feaf5654b,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/a6d3df1d93af7dd1.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (10).jpg,a6d3df1d93af7dd1a59699586d022a656baf6986e2806386687a3e466fc8bfed,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/d3059ac2029c85b7.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (11).jpg,d3059ac2029c85b7585100e31dbff0e8048137be2d5fcde0edce826ce5aeec76,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/c3b146e26d9ca72e.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (12).jpg,c3b146e26d9ca72e22353529b3065e147204ac75faf8abedf3c868d742b6b65b,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/64d292a6cae3b91a.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (13).jpg,64d292a6cae3b91a654677cb2e5198c7861b31c8f326f2fd8ade0cab36a75401,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/0f3a8bf6c9aaa3e5.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (14).jpg,0f3a8bf6c9aaa3e5c5895b4d0e7efdacb2efec80d0b6c7ff00e1653714c922c3,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/981b736f3dc74614.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (15).jpg,981b736f3dc74614a71889506120dcb3a55d945f858cac74861f2bb124359f87,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/b71bb6e882d00aa7.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (16).jpg,b71bb6e882d00aa7c6da944223b988319bdbf54c402db139421cdf88d1f69c8a,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/10be2ac39e835983.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (17).jpg,10be2ac39e83598328aa5895e52bec916e06d85ed36513ba697096311b8c0d7b,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/cf106f2ddc8c8477.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (18).jpg,cf106f2ddc8c8477f24a0997d6d75fb83ed396c575dcd38c1e2d60fc651c09ed,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/a91beb770aa7ec0b.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (19).jpg,a91beb770aa7ec0b537b4167431670bc7b41209a4dc1519cdcf073523d6a8013,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/b2c503878f8a2bcf.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (2).jpg,b2c503878f8a2bcfcd964b5c3b8f60a96f5746f91d38db76f2c05a2c28ae6a00,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/914f1d99f210d5e3.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (20).jpg,914f1d99f210d5e3bb7ad49b54002e5ea60777b1f95910d39e761faf6ad9df4d,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/4a0ba53ac33e56e8.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (21).jpg,4a0ba53ac33e56e8f6888fb07e11d9fa34d209ff142d93e86beff5cfbae7d88d,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/099e4cd3595fe6f3.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (22).jpg,099e4cd3595fe6f31990e1d5e3d72afdffd25cccc283ee5e5f8cab6f648e9897,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/e13873d7376ccc0c.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (23).jpg,e13873d7376ccc0c5d6a6d16bd6556c79a4c6ad5bc506032bd49d72fd80b3df4,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/1e4d5603cf22523c.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (24).jpg,1e4d5603cf22523cf5b830f87bc08327f480f5ab34cc6bf469bcc9f6b927268b,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/742e7c871da70985.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (25).jpg,742e7c871da70985c20fba78f88debd16bbfc904856b5af190ce7030faa9fdd4,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/e9cc6fb5b124f2fb.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (26).jpg,e9cc6fb5b124f2fbc590d4f866a903f91416f1a415a2c692af98f78362d8f8fd,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/15813eff514f2182.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (27).jpg,15813eff514f218237adb9dbf6e028a9078b47dcea63f36d3df5d95d0e38970c,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/ffd632f77b76e3b7.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (28).jpg,ffd632f77b76e3b7c9d374db1441d2780df74d953b7ac8ece65ea8e11a964f96,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/f6901b8e221c43c2.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (29).jpg,f6901b8e221c43c2638d997acb2bcfaebc79e0a402b003df3d38642a265f6cb5,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/53d55906d2dd4a2b.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (3).jpg,53d55906d2dd4a2bdb635e5f409a01f725265c7bd68cb4d8856eb9df1723afa2,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/test/abrasion/59ccfffab613e691.jpg,abrasion,test,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (30).jpg,59ccfffab613e6910dd7a2d11b51b1fd614ff5f7d648e4527069119ca08e000c,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/7b55a3002de07125.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (31).jpg,7b55a3002de071253a10fefb25048591638456c6c98b5d1dd0142e2ef7cf6a2c,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/17ebb7a59846447a.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (32).jpg,17ebb7a59846447ada390881457fd71a5a3e64122a6fe0d159eca3e15551198b,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/ec4380de89728699.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (33).jpg,ec4380de89728699bd41acb4e80649a51d8f9e61bd5879d59c3a1e57fc8a4342,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/8767b4fc1fee97d8.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (34).jpg,8767b4fc1fee97d8e5263cc56e26e88bdd18ef1d58198547f86d0600094499da,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/d546625a3dd4b8cd.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (35).jpg,d546625a3dd4b8cdad1a717e73f724d985a8b438a1dfa53e57f3b9cd752162c9,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/3a32f9cd67bb30ec.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (36).jpg,3a32f9cd67bb30ec7112eda262b8e0799978e9e0e3444452285422ea4e71734f,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/9b445e4beb6077c6.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (37).jpg,9b445e4beb6077c60f18474cd2c1bea68491e53731e1ce6b61529a62b9c49eb0,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/d648e46339f44f94.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (38).jpg,d648e46339f44f941377ba7e1322b997bfedb9d4bcf894092d38007df913d1c0,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/ee7a675c270280dd.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (39).jpg,ee7a675c270280ddf9ffa5ab869705cf150fb5aa2b13c75bf358ca596fb58378,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/val/abrasion/aa691b9f419a8336.jpg,abrasion,val,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (4).jpg,aa691b9f419a83364f79036c48502fbbf30c456364d8b030b905925dc5aec5a1,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/bef5d64bd696340a.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (40).jpg,bef5d64bd696340aad0135d7381f61beca73d24afa75835b1ed5f06d5b296164,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/3f1706c0e256ca74.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (41).jpg,3f1706c0e256ca74e65e81d1fa440935d51bcbe24514d22da347ef6817fe6af6,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/cbe08180dc9a28ab.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (42).jpg,cbe08180dc9a28ab82289cf3faa128bf1323e8dde7d10e437f4fda94dee1b480,kaggle_card_license_unknown_review_before_redistribution
data/datasets/efficientnet_kaggle_v1/train/abrasion/72afac0beb22524e.jpg,abrasion,train,data/raw/kaggle/yasinpratomo_wound_dataset/Wound_dataset/Abrasions/abrasions (43).jpg,72afac0beb22524e4211f416c90f30ba65d53a65efbe4bc7a8d41e83e421615d,kaggle_card_license_unknown_review_before_redistribution
